,word,obj_score,neg_score,pos_score,lstm
101,jealousy,0.125,0.5,0.375,0.8025317788124084
130,worshipping,0.0,0.5,0.5,0.5093076825141907
12,animals,0.625,0.375,0.0,0.4796697199344635
2,adoration,0.0,0.125,0.875,0.5093076825141907
0,headaches,0.75,0.0,0.25,0.5093076825141907
3,frenzied,0.375,0.625,0.0,0.21026445925235748
3,advantage,0.375,0.0,0.625,0.510392963886261
8,fundamentalist,0.625,0.375,0.0,0.25022992491722107
25,presidency,0.75,0.0,0.25,0.07574346661567688
83,divined,0.625,0.0,0.375,0.5093076825141907
116,guerrillas,0.5,0.5,0.0,0.5093076825141907
144,harm,0.5,0.5,0.0,0.5763958692550659
22,ambitious,0.375,0.125,0.5,0.4795829653739929
36,factual,0.5,0.0,0.5,0.7269924879074097
37,errors,0.375,0.625,0.0,0.7657106518745422
70,massacre,0.75,0.25,0.0,0.8682767152786255
92,hid,0.875,0.125,0.0,0.4841596484184265
98,methodically,0.75,0.0,0.25,0.681337833404541
142,thinker,0.5,0.0,0.5,0.5093076825141907
186,tragic,0.375,0.625,0.0,0.5822065472602844
196,adequately,0.75,0.0,0.25,0.8078211545944214
239,ease,0.625,0.25,0.125,0.4926002621650696
258,squeamish,0.625,0.375,0.0,0.617290198802948
11,incidental,0.75,0.0,0.25,0.6256123781204224
15,shred,0.875,0.0,0.125,0.5118323564529419
25,intrigued,0.75,0.0,0.25,0.08967763185501099
116,inflating,0.875,0.0,0.125,0.5093076825141907
124,diligence,0.75,0.0,0.25,0.5093076825141907
12,wide-eyed,0.125,0.0,0.875,0.4144708812236786
2,self-indulgent,0.5,0.125,0.375,0.6190899610519409
6,ideal,0.25,0.0,0.75,0.8198451399803162
12,inaudible,0.375,0.5,0.125,0.5093076825141907
23,appealingly,0.625,0.0,0.375,0.691095232963562
35,insensitive,0.375,0.625,0.0,0.5531907081604004
36,bumbling,0.25,0.75,0.0,0.48823466897010803
39,predatory,0.625,0.125,0.25,0.5093076825141907
54,infantile,0.625,0.375,0.0,0.5093076825141907
59,primitive,0.625,0.375,0.0,0.22497594356536865
74,weaknesses,0.625,0.375,0.0,0.43295344710350037
2,defeats,0.75,0.25,0.0,0.4436371922492981
17,ineptitude,0.625,0.375,0.0,0.4895019233226776
86,insisting,0.875,0.125,0.0,0.5093076825141907
102,mindless,0.5,0.25,0.25,0.620768666267395
103,rubbish,0.875,0.125,0.0,0.40257328748703003
112,babbling,0.625,0.375,0.0,0.5093076825141907
145,friendly,0.625,0.125,0.25,0.4682433605194092
149,artless,0.125,0.625,0.25,0.5549776554107666
164,poverty,0.375,0.625,0.0,0.14010591804981232
166,arrogant,0.125,0.375,0.5,0.4450518488883972
167,contempt,0.375,0.625,0.0,0.3930381238460541
169,ironic,0.0,0.5,0.5,0.6272578835487366
186,devil,0.5,0.375,0.125,0.6157059669494629
3,heavy-handed,0.125,0.75,0.125,0.8134037256240845
5,gruesome,0.125,0.625,0.25,0.4090994894504547
7,claustrophobic,0.875,0.125,0.0,0.5093076825141907
7,reconciliation,0.75,0.125,0.125,0.5057637095451355
17,criminals,0.75,0.25,0.0,0.5480253100395203
24,fly,0.5,0.25,0.25,0.3725542724132538
31,terrorise,0.625,0.25,0.125,0.5093076825141907
38,strikes,0.875,0.125,0.0,0.8623219728469849
40,low-budget,0.625,0.0,0.375,0.24460336565971375
64,certainty,0.75,0.125,0.125,0.40721943974494934
69,diabolical,0.125,0.75,0.125,0.5093076825141907
89,degenerates,0.875,0.0,0.125,0.12176024913787842
106,helpful,0.75,0.0,0.25,0.6094750165939331
115,subtleties,0.875,0.125,0.0,0.47218057513237
116,nuances,0.875,0.125,0.0,0.5093076825141907
147,hesitate,0.875,0.125,0.0,0.5799611806869507
158,sleep,0.875,0.125,0.0,0.5582810044288635
1,bravura,0.375,0.0,0.625,0.5569499731063843
3,overwhelms,0.25,0.375,0.375,0.4257305860519409
9,tsunami,0.5,0.5,0.0,0.5093076825141907
6,whiz,0.875,0.0,0.125,0.24630996584892273
0,incomplete,0.25,0.25,0.5,0.7442589402198792
4,slitting,0.875,0.0,0.125,0.5093076825141907
11,unlikeable,0.5,0.375,0.125,0.6332650780677795
64,financial,0.75,0.0,0.25,0.30622991919517517
75,annoyances,0.875,0.125,0.0,0.5093076825141907
109,airs,0.625,0.375,0.0,0.5075226426124573
116,teenage,0.625,0.125,0.25,0.7280382513999939
17,misogynistic,0.5,0.5,0.0,0.6266191601753235
57,crummy,0.0,0.875,0.125,0.6689946055412292
151,suspicious,0.375,0.625,0.0,0.6564966440200806
201,cleaned,0.875,0.125,0.0,0.6938995122909546
4,atonement,0.25,0.75,0.0,0.7795014381408691
3,elaborate,0.375,0.0,0.625,0.8443983793258667
5,gorgeous,0.25,0.0,0.75,0.5921598672866821
60,practical,0.875,0.0,0.125,0.8114588260650635
50,prisons,0.875,0.125,0.0,0.28045132756233215
64,responsible,0.375,0.0,0.625,0.6742927432060242
88,excuses,0.75,0.25,0.0,0.5415010452270508
98,exaggerating,0.375,0.0,0.625,0.8498561382293701
120,understating,0.625,0.0,0.375,0.5093076825141907
157,shocked,0.625,0.0,0.375,0.5929439663887024
170,400,0.75,0.25,0.0,0.2769513726234436
179,considered,0.875,0.0,0.125,0.5309229493141174
206,cruel,0.375,0.625,0.0,0.6906836628913879
15,asset,0.375,0.0,0.625,0.44058796763420105
15,matinee,0.875,0.0,0.125,0.5093076825141907
3,stumbles,0.75,0.25,0.0,0.7676518559455872
50,arguing,0.875,0.0,0.125,0.6359946727752686
53,carelessly,0.625,0.375,0.0,0.5093076825141907
54,undresses,0.375,0.0,0.625,0.5093076825141907
60,spends,0.875,0.0,0.125,0.5319923758506775
94,freed,0.625,0.0,0.375,0.8893989324569702
103,protect,0.25,0.75,0.0,0.464505136013031
108,unknowingly,0.625,0.375,0.0,0.6181629300117493
38,guilt,0.375,0.625,0.0,0.48893460631370544
48,crude,0.5,0.5,0.0,0.4975231885910034
94,fab,0.0,0.125,0.875,0.1866297721862793
98,naughty,0.375,0.5,0.125,0.49534404277801514
141,esp,0.625,0.25,0.125,0.4506625831127167
7,plea,0.875,0.125,0.0,0.5758028626441956
17,grossly,0.75,0.25,0.0,0.482024610042572
19,contradictory,0.625,0.25,0.125,0.5981705784797668
21,repugnant,0.25,0.75,0.0,0.20045579969882965
14,skipped,0.5,0.5,0.0,0.7407293319702148
93,revolution,0.875,0.0,0.125,0.44730493426322937
1,peaceful,0.75,0.0,0.25,0.5525522828102112
14,ashamed,0.25,0.75,0.0,0.5149574279785156
112,reasonable,0.5,0.0,0.5,0.43208047747612
2,dreamy,0.5,0.25,0.25,0.5093076825141907
85,bucks,0.5,0.5,0.0,0.5817807912826538
17,deeper,0.625,0.125,0.25,0.545161783695221
22,mercilessly,0.75,0.0,0.25,0.3575601279735565
36,cringed,0.625,0.375,0.0,0.6518129110336304
43,complained,0.25,0.75,0.0,0.47879520058631897
69,uninspiring,0.375,0.25,0.375,0.6109132766723633
90,priority,0.75,0.25,0.0,0.5822394490242004
102,abilities,0.5,0.0,0.5,0.4048576354980469
113,tweaked,0.625,0.0,0.375,0.5093076825141907
126,displaying,0.875,0.0,0.125,0.5139139890670776
129,charisma,0.875,0.0,0.125,0.28847941756248474
133,foolishly,0.375,0.625,0.0,0.5114603042602539
175,flashy,0.5,0.5,0.0,0.6013163328170776
213,showdown,0.5,0.5,0.0,0.3454698622226715
216,comparison,0.75,0.25,0.0,0.5378546714782715
230,unable,0.25,0.75,0.0,0.4526873528957367
265,broken,0.625,0.125,0.25,0.7066528797149658
270,enriched,0.375,0.125,0.5,0.45114266872406006
340,bumpy,0.375,0.625,0.0,0.4456533193588257
349,unwavering,0.5,0.125,0.375,0.5093076825141907
29,buddies,0.875,0.0,0.125,0.33802565932273865
104,croak,0.625,0.375,0.0,0.5093076825141907
4,scrooge,0.875,0.125,0.0,0.5789715051651001
21,miserly,0.25,0.25,0.5,0.5093076825141907
102,adapted,0.75,0.0,0.25,0.333187997341156
108,adapt,0.75,0.0,0.25,0.36561936140060425
30,crappy,0.25,0.75,0.0,0.42695584893226624
71,riped,0.75,0.25,0.0,0.5093076825141907
76,choked,0.25,0.375,0.375,0.5093076825141907
10,eden,0.75,0.125,0.125,0.317863404750824
24,realizing,0.625,0.0,0.375,0.5416705012321472
21,worried,0.25,0.5,0.25,0.3496541678905487
28,nauseous,0.5,0.5,0.0,0.5093076825141907
43,insight,0.875,0.0,0.125,0.509488582611084
55,artful,0.125,0.875,0.0,0.6228398084640503
86,skipping,0.5,0.5,0.0,0.7730929851531982
39,bent,0.875,0.0,0.125,0.5556830763816833
68,careful,0.5,0.0,0.5,0.6441327929496765
78,unexplained,0.5,0.25,0.25,0.3878178298473358
23,inaccurately,0.75,0.0,0.25,0.5093076825141907
37,loosely,0.75,0.0,0.25,0.25847429037094116
108,ranging,0.875,0.0,0.125,0.39504170417785645
34,subtle,0.25,0.25,0.5,0.32252585887908936
35,hide,0.875,0.125,0.0,0.312055766582489
65,permission,0.625,0.125,0.25,0.40920916199684143
68,wishing,0.5,0.0,0.5,0.6084362268447876
94,incongruous,0.25,0.375,0.375,0.5093076825141907
102,preachy,0.375,0.125,0.5,0.4939236640930176
23,possessed,0.5,0.0,0.5,0.9056122303009033
19,sucker,0.75,0.125,0.125,0.39671602845191956
35,grotesque,0.5,0.375,0.125,0.5962730646133423
76,annihilation,0.875,0.125,0.0,0.5093076825141907
87,visible,0.875,0.0,0.125,0.20474298298358917
104,brisk,0.625,0.0,0.375,0.29390642046928406
12,harassing,0.875,0.125,0.0,0.5093076825141907
25,glorification,0.75,0.0,0.25,0.5093076825141907
47,abounds,0.875,0.125,0.0,0.47105076909065247
52,contributed,0.25,0.25,0.5,0.5124098658561707
12,puny,0.0,0.75,0.25,0.5093076825141907
52,trite,0.625,0.375,0.0,0.44324585795402527
72,resemblance,0.5,0.5,0.0,0.6097868084907532
86,self-important,0.125,0.375,0.5,0.42247533798217773
87,priggish,0.375,0.0,0.625,0.5093076825141907
88,prickliness,0.25,0.375,0.375,0.5093076825141907
101,nervous,0.875,0.0,0.125,0.5620402693748474
122,annoyingly,0.75,0.25,0.0,0.5315894484519958
123,chipper,0.5,0.125,0.375,0.5093076825141907
127,slut,0.25,0.75,0.0,0.47633597254753113
144,high-minded,0.375,0.0,0.625,0.7869696021080017
178,mawkish,0.875,0.0,0.125,0.3576919436454773
190,spared,0.375,0.625,0.0,0.5015544295310974
200,excruciating,0.625,0.0,0.375,0.4000531733036041
214,maudlin,0.875,0.0,0.125,0.717523992061615
219,riveting,0.875,0.0,0.125,0.69247967004776
227,finer,0.25,0.0,0.75,0.3931409418582916
270,favorable,0.25,0.0,0.75,0.3827036917209625
289,insurmountable,0.25,0.75,0.0,0.5093076825141907
1,tend,0.375,0.125,0.5,0.3854038715362549
60,baron,0.625,0.125,0.25,0.5093076825141907
63,oppresses,0.75,0.25,0.0,0.5093076825141907
68,rituals,0.875,0.0,0.125,0.865967869758606
95,satanic,0.0,0.875,0.125,0.47257059812545776
96,tyranny,0.5,0.5,0.0,0.3481084704399109
200,concentrates,0.875,0.0,0.125,0.41130974888801575
233,clumsy,0.625,0.25,0.125,0.7288324236869812
269,hunchback,0.875,0.125,0.0,0.7931857705116272
276,surge,0.75,0.25,0.0,0.5093076825141907
281,tomb,0.875,0.125,0.0,0.5949832201004028
283,panic,0.0,0.75,0.25,0.09261517971754074
39,wizard,0.875,0.0,0.125,0.45370861887931824
42,excess,0.5,0.5,0.0,0.7432617545127869
57,robbed,0.5,0.5,0.0,0.9373158812522888
62,blazing,0.625,0.0,0.375,0.9479942917823792
79,goods,0.5,0.0,0.5,0.3917313516139984
135,anticipating,0.5,0.25,0.25,0.28122544288635254
45,inopportune,0.375,0.625,0.0,0.5093076825141907
62,devoted,0.875,0.0,0.125,0.3472970128059387
148,maniacal,0.875,0.125,0.0,0.20567923784255981
153,hidden,0.125,0.625,0.25,0.33225923776626587
177,dimwit,0.75,0.25,0.0,0.5093076825141907
195,gull,0.75,0.125,0.125,0.5093076825141907
3,substantially,0.875,0.0,0.125,0.4471827745437622
4,outstrips,0.875,0.125,0.0,0.5093076825141907
5,cheerful,0.25,0.0,0.75,0.5224473476409912
13,hardly,0.875,0.0,0.125,0.5508583188056946
6,richness,0.625,0.0,0.375,0.38163048028945923
2,fabulous,0.0,0.125,0.875,0.4261172115802765
3,shadowy,0.625,0.375,0.0,0.8337175250053406
8,distasteful,0.25,0.75,0.0,0.6228113770484924
14,incisive,0.875,0.0,0.125,0.4595261812210083
16,greed,0.625,0.375,0.0,0.31090736389160156
17,lust,0.375,0.0,0.625,0.3607827126979828
33,suspected,0.75,0.25,0.0,0.5897537469863892
38,zealous,0.5,0.0,0.5,0.45773574709892273
47,rob,0.5,0.5,0.0,0.5999056696891785
108,ridiculously,0.875,0.0,0.125,0.5642631649971008
9,sorcery,0.625,0.375,0.0,0.33423566818237305
28,mystifying,0.625,0.25,0.125,0.5093076825141907
34,debacle,0.625,0.375,0.0,0.6568479537963867
43,weaker,0.375,0.5,0.125,0.7378024458885193
61,emphasis,0.25,0.0,0.75,0.3750291168689728
118,brutish,0.375,0.5,0.125,0.44402220845222473
130,helpless,0.5,0.5,0.0,0.6055613160133362
143,fiery,0.25,0.375,0.375,0.2381780445575714
148,revenge,0.75,0.25,0.0,0.3419058918952942
155,lair,0.875,0.125,0.0,0.24285246431827545
168,reyes,0.875,0.0,0.125,0.5093076825141907
170,bodyguard,0.875,0.125,0.0,0.45215699076652527
186,preferring,0.125,0.0,0.875,0.26764434576034546
190,confront,0.5,0.5,0.0,0.49797382950782776
196,warms,0.75,0.0,0.25,0.5311890840530396
197,accepts,0.875,0.0,0.125,0.20409153401851654
202,staggeringly,0.75,0.25,0.0,0.5093076825141907
242,embarrassingly,0.625,0.375,0.0,0.8675193786621094
246,spoilt,0.375,0.625,0.0,0.428756982088089
247,brat,0.625,0.375,0.0,0.5093076825141907
249,unenthusiastic,0.25,0.5,0.25,0.5093076825141907
259,enthusiasm,0.0,0.625,0.375,0.5440844297409058
279,goofs,0.75,0.125,0.125,0.5714771747589111
305,inept,0.25,0.75,0.0,0.5101052522659302
316,compensations,0.75,0.25,0.0,0.5093076825141907
353,standing,0.875,0.0,0.125,0.378957599401474
0,smart,0.375,0.625,0.0,0.5127105712890625
17,bewilderingly,0.875,0.0,0.125,0.5093076825141907
58,typically,0.875,0.0,0.125,0.5346205234527588
65,frantic,0.25,0.5,0.25,0.6667234301567078
66,mugging,0.5,0.375,0.125,0.5562462210655212
1,whore,0.75,0.25,0.0,0.6290045380592346
2,dons,0.875,0.0,0.125,0.5093076825141907
1,succeeds,0.875,0.0,0.125,0.43532371520996094
4,stature,0.5,0.0,0.5,0.16707050800323486
7,hack,0.75,0.25,0.0,0.46821722388267517
146,plagued,0.75,0.25,0.0,0.37187930941581726
151,caring,0.0,0.5,0.5,0.6082168817520142
283,unfathomable,0.375,0.625,0.0,0.14298751950263977
361,fears,0.125,0.875,0.0,0.6581855416297913
376,uneasy,0.5,0.5,0.0,0.4430559277534485
400,cramps,0.25,0.75,0.0,0.5093076825141907
412,junk,0.625,0.375,0.0,0.7444090843200684
430,pander,0.875,0.0,0.125,0.292127400636673
473,trainer,0.75,0.25,0.0,0.4520753026008606
489,coolest,0.625,0.125,0.25,0.3735317587852478
581,displayed,0.875,0.0,0.125,0.5549501180648804
647,ruined,0.5,0.5,0.0,0.5093076825141907
664,forsaken,0.625,0.375,0.0,0.3387438654899597
12,hacks,0.75,0.25,0.0,0.5897769927978516
81,finishes,0.875,0.125,0.0,0.7239023447036743
4,requires,0.5,0.25,0.25,0.4528276026248932
3,guerilla,0.5,0.5,0.0,0.5093076825141907
2,mainstays,0.875,0.125,0.0,0.5093076825141907
0,dyspeptic,0.25,0.75,0.0,0.5093076825141907
15,endless,0.875,0.0,0.125,0.284356027841568
16,willingness,0.375,0.25,0.375,0.5500979423522949
3,sufferer,0.75,0.25,0.0,0.5093076825141907
5,adhd,0.25,0.125,0.625,0.5093076825141907
5,wrapper,0.875,0.125,0.0,0.5093076825141907
8,underlying,0.5,0.25,0.25,0.03784557804465294
83,bipolar,0.625,0.375,0.0,0.5093076825141907
85,diagnosis,0.75,0.0,0.25,0.5093076825141907
86,refused,0.625,0.375,0.0,0.5022687911987305
88,medication,0.75,0.0,0.25,0.5093076825141907
94,rationally,0.875,0.0,0.125,0.5093076825141907
98,understands,0.625,0.0,0.375,0.3997129499912262
4,tasteful,0.375,0.0,0.625,0.2627844512462616
3,freshness,0.125,0.25,0.625,0.7503250241279602
25,rackets,0.75,0.25,0.0,0.5093076825141907
9,torn,0.25,0.75,0.0,0.49019402265548706
12,dread,0.625,0.25,0.125,0.10302350670099258
14,awe,0.25,0.25,0.5,0.5307337641716003
15,respective,0.75,0.0,0.25,0.5014180541038513
3,snob,0.875,0.125,0.0,0.41427499055862427
31,scattered,0.5,0.5,0.0,0.6563371419906616
66,magical,0.75,0.25,0.0,0.4837467670440674
111,getaway,0.5,0.0,0.5,0.779058575630188
158,skip,0.5,0.5,0.0,0.5050126314163208
34,self-absorbed,0.5,0.0,0.5,0.6032546162605286
49,severe,0.125,0.875,0.0,0.4608156681060791
113,gracefully,0.75,0.0,0.25,0.5738457441329956
4,realizes,0.625,0.0,0.375,0.488974392414093
22,forgotten,0.75,0.25,0.0,0.3478441536426544
82,consideration,0.75,0.0,0.25,0.6374306082725525
100,ignoble,0.25,0.375,0.375,0.5093076825141907
103,instrument,0.5,0.0,0.5,0.8038122653961182
105,error,0.375,0.625,0.0,0.6007957458496094
108,prejudice,0.125,0.875,0.0,0.3803597092628479
113,hypocrisy,0.625,0.125,0.25,0.45858272910118103
126,darkness,0.375,0.5,0.125,0.4803156852722168
132,narcissism,0.25,0.0,0.75,0.5093076825141907
134,self-criticism,0.75,0.0,0.25,0.38048961758613586
138,massacres,0.75,0.25,0.0,0.5093076825141907
159,envious,0.125,0.375,0.5,0.5093076825141907
32,chastised,0.25,0.75,0.0,0.5093076825141907
36,sympathizer,0.375,0.625,0.0,0.5093076825141907
45,digressive,0.375,0.25,0.375,0.5093076825141907
75,barbecue,0.75,0.0,0.25,0.5093076825141907
85,sneak,0.875,0.0,0.125,0.5265937447547913
1,energetic,0.625,0.0,0.375,0.5685015916824341
40,subconsciously,0.875,0.0,0.125,0.5093076825141907
46,subconsciousness,0.5,0.5,0.0,0.5093076825141907
58,trace,0.875,0.0,0.125,0.6502810120582581
60,ecstasy,0.625,0.125,0.25,0.5494298338890076
69,considers,0.875,0.0,0.125,0.5064744353294373
104,sufficient,0.125,0.75,0.125,0.049428392201662064
5,uneven,0.5,0.375,0.125,0.3804503381252289
11,legs,0.75,0.0,0.25,0.7248356342315674
2,brazenly,0.375,0.0,0.625,0.5093076825141907
10,explicable,0.375,0.0,0.625,0.5093076825141907
12,pitch-black,0.375,0.375,0.25,0.20435509085655212
21,surreal,0.25,0.5,0.25,0.5295928716659546
46,cheer,0.875,0.0,0.125,0.37601563334465027
50,boo,0.875,0.125,0.0,0.5905982851982117
0,astonishingly,0.875,0.0,0.125,0.4213837683200836
43,anorexic,0.625,0.375,0.0,0.328041136264801
65,complaints,0.25,0.5,0.25,0.646744966506958
120,goof,0.75,0.125,0.125,0.08636581897735596
150,spurts,0.875,0.125,0.0,0.5093076825141907
214,abandoned,0.875,0.125,0.0,0.7349344491958618
287,donate,0.375,0.0,0.625,0.5093076825141907
306,transfused,0.625,0.0,0.375,0.5093076825141907
322,healthy,0.25,0.0,0.75,0.8023791909217834
25,blame,0.75,0.25,0.0,0.38190022110939026
40,encouraged,0.875,0.0,0.125,0.5855804085731506
96,liar,0.375,0.625,0.0,0.5421379804611206
115,criminally,0.75,0.0,0.25,0.4286855459213257
151,sweeps,0.625,0.0,0.375,0.6408723592758179
192,tougher,0.25,0.75,0.0,0.5291774868965149
210,miracles,0.625,0.0,0.375,0.8180628418922424
231,calamity,0.5,0.5,0.0,0.6352770924568176
11,limitations,0.75,0.0,0.25,0.5093076825141907
23,carnality,0.375,0.125,0.5,0.5093076825141907
26,stunner,0.75,0.0,0.25,0.5093076825141907
39,depraved,0.375,0.625,0.0,0.44682183861732483
46,surely,0.75,0.0,0.25,0.47237685322761536
73,consonants,0.625,0.375,0.0,0.5093076825141907
74,sacrificed,0.5,0.5,0.0,0.5806143879890442
84,intrepid,0.75,0.0,0.25,0.3080393373966217
107,thespian,0.875,0.0,0.125,0.5093076825141907
113,discern,0.5,0.0,0.5,0.5093076825141907
114,mired,0.875,0.125,0.0,0.6140993237495422
118,facile,0.5,0.5,0.0,0.4915122389793396
142,consternation,0.375,0.25,0.375,0.5093076825141907
162,prosaic,0.25,0.5,0.25,0.44628220796585083
169,kitsch,0.125,0.75,0.125,0.3324654698371887
177,delights,0.25,0.375,0.375,0.3445676863193512
181,wisdom,0.875,0.0,0.125,0.39609023928642273
93,nearest,0.5,0.375,0.125,0.6012821197509766
140,reply,0.75,0.25,0.0,0.08406372368335724
145,static,0.375,0.625,0.0,0.4164764881134033
202,cock,0.875,0.125,0.0,0.5093076825141907
222,interminably,0.875,0.125,0.0,0.5093076825141907
308,mystified,0.625,0.25,0.125,0.5093076825141907
309,baffled,0.75,0.25,0.0,0.484033465385437
310,puzzled,0.625,0.25,0.125,0.5757794380187988
336,inviolable,0.5,0.375,0.125,0.5093076825141907
2,marvel,0.375,0.0,0.625,0.36259186267852783
46,cuddly,0.625,0.0,0.375,0.49593794345855713
47,prepubescent,0.75,0.125,0.125,0.5093076825141907
55,uninteresting,0.25,0.5,0.25,0.7660711407661438
73,reluctantly,0.5,0.25,0.25,0.5853627324104309
3,expertly,0.875,0.0,0.125,0.4802102744579315
6,intelligently,0.875,0.0,0.125,0.49162164330482483
17,randy,0.375,0.0,0.625,0.7544189691543579
60,haters,0.75,0.25,0.0,0.5449838042259216
1,joylessly,0.75,0.0,0.25,0.5093076825141907
2,extravagant,0.5,0.375,0.125,0.5093076825141907
10,hastily,0.875,0.0,0.125,0.25215375423431396
3,best-selling,0.875,0.0,0.125,0.9252089858055115
10,ruthless,0.0,0.875,0.125,0.47036463022232056
50,trashy,0.125,0.875,0.0,0.5342757105827332
13,centerpiece,0.625,0.0,0.375,0.507854700088501
26,size,0.5,0.375,0.125,0.6498411297798157
74,innuendos,0.5,0.5,0.0,0.15019066631793976
87,icky,0.25,0.75,0.0,0.29137688875198364
106,sliced,0.875,0.0,0.125,0.5277197360992432
127,jonah,0.5,0.5,0.0,0.7876802682876587
190,whispers,0.5,0.5,0.0,0.5093076825141907
228,indirectly,0.25,0.75,0.0,0.497152179479599
20,respecting,0.5,0.0,0.5,0.46239492297172546
25,ignores,0.5,0.5,0.0,0.5339889526367188
33,mutilates,0.5,0.5,0.0,0.5093076825141907
2,unadulterated,0.25,0.75,0.0,0.43502116203308105
11,madness,0.875,0.125,0.0,0.9017716646194458
1,honor,0.5,0.0,0.5,0.62422114610672
79,bane,0.375,0.625,0.0,0.5093076825141907
112,riddles,0.375,0.625,0.0,0.5093076825141907
113,puzzles,0.625,0.0,0.375,0.5632244348526001
130,deadliest,0.5,0.5,0.0,0.5093076825141907
151,venom,0.875,0.125,0.0,0.3796040117740631
242,stereotypical,0.125,0.625,0.25,0.45970094203948975
255,studies,0.75,0.125,0.125,0.6507802605628967
264,accidentally,0.875,0.0,0.125,0.5016428232192993
277,purposely,0.625,0.0,0.375,0.590858519077301
447,chances,0.5,0.0,0.5,0.37610024213790894
1,connection,0.875,0.125,0.0,0.7273848056793213
110,goggles,0.75,0.25,0.0,0.5093076825141907
165,faculty,0.875,0.0,0.125,0.23347210884094238
1,inspirational,0.375,0.0,0.625,0.5710942149162292
38,flimsy,0.625,0.375,0.0,0.45488935708999634
88,succeeding,0.875,0.0,0.125,0.2877192497253418
90,craft,0.875,0.0,0.125,0.930088222026825
97,untenable,0.5,0.5,0.0,0.5093076825141907
4,brute,0.375,0.5,0.125,0.49330127239227295
8,crudely,0.875,0.0,0.125,0.3435935974121094
14,excesses,0.875,0.0,0.125,0.40806204080581665
64,toaster,0.375,0.0,0.625,0.5093076825141907
6,foul,0.0,0.75,0.25,0.20957976579666138
8,morbidities,0.75,0.0,0.25,0.5093076825141907
7,recommendation,0.75,0.0,0.25,0.5291153192520142
22,unanimously,0.625,0.0,0.375,0.5093076825141907
60,virtue,0.125,0.5,0.375,0.4981101453304291
169,violently,0.875,0.0,0.125,0.4554308354854584
172,monstrosity,0.875,0.125,0.0,0.8884617686271667
7,dubious,0.875,0.125,0.0,0.461231529712677
35,tons,0.75,0.25,0.0,0.6170170307159424
57,metaphysical,0.625,0.0,0.375,0.710813581943512
101,unscathed,0.875,0.125,0.0,0.41209787130355835
120,toils,0.875,0.0,0.125,0.5093076825141907
145,exposed,0.875,0.0,0.125,0.29840344190597534
173,unauthorized,0.125,0.875,0.0,0.5093076825141907
174,uncalled-for,0.375,0.625,0.0,0.4368784427642822
9,conduct,0.75,0.0,0.25,0.5720899701118469
12,beliefs,0.875,0.0,0.125,0.6897022724151611
19,clearing,0.625,0.375,0.0,0.3012768626213074
38,moron,0.875,0.125,0.0,0.5221366286277771
79,kidnapped,0.875,0.125,0.0,0.46964165568351746
0,delirious,0.375,0.625,0.0,0.36073121428489685
7,meringues,0.875,0.125,0.0,0.5093076825141907
12,adorable,0.5,0.0,0.5,0.47040626406669617
13,eccentricities,0.25,0.375,0.375,0.46383991837501526
60,smile,0.875,0.0,0.125,0.44571661949157715
15,succumbs,0.5,0.0,0.5,0.4458947777748108
19,drops,0.875,0.0,0.125,0.5548356771469116
50,protective,0.875,0.0,0.125,0.2886945307254791
60,ostensible,0.75,0.125,0.125,0.5093076825141907
82,pair,0.875,0.0,0.125,0.43890464305877686
83,flinches,0.5,0.375,0.125,0.5093076825141907
87,harry,0.875,0.125,0.0,0.5961883068084717
124,obligatory,0.5,0.0,0.5,0.5578411817550659
152,histrionic,0.875,0.125,0.0,0.4718482196331024
163,sags,0.875,0.0,0.125,0.19174213707447052
177,splendidly,0.625,0.0,0.375,0.4796609878540039
178,realised,0.875,0.0,0.125,0.5155202150344849
188,witless,0.625,0.125,0.25,0.15154334902763367
4,jumbled,0.125,0.5,0.375,0.4761331379413605
8,photogenic,0.5,0.0,0.5,0.39772069454193115
13,superstar,0.875,0.0,0.125,0.5093076825141907
7,demons,0.0,0.556,0.444,0.5519952774047852
9,chronic,0.625,0.375,0.0,0.40757104754447937
2,brilliantly,0.5,0.125,0.375,0.4226223826408386
4,rightness,0.125,0.375,0.5,0.5093076825141907
7,superficially,0.875,0.0,0.125,0.42130860686302185
6,boils,0.25,0.75,0.0,0.4881093502044678
104,geniuses,0.5,0.0,0.5,0.09926720708608627
158,solid,0.125,0.0,0.875,0.6590510010719299
164,green,0.875,0.125,0.0,0.6868924498558044
0,spoiler,0.5,0.5,0.0,0.4933105707168579
24,routines,0.75,0.0,0.25,0.5486496686935425
74,funnier,0.5,0.0,0.5,0.6487529873847961
102,encourage,0.875,0.0,0.125,0.5849921107292175
20,undecided,0.375,0.625,0.0,0.5093076825141907
11,warmth,0.875,0.125,0.0,0.6792488098144531
16,deliriously,0.875,0.125,0.0,0.5018830895423889
12,blown,0.625,0.375,0.0,0.7866314649581909
9,imperative,0.5,0.25,0.25,0.5093076825141907
11,sane,0.25,0.0,0.75,0.2743750512599945
2,inspiring,0.875,0.0,0.125,0.48158368468284607
52,startled,0.75,0.25,0.0,0.5679733753204346
53,frightened,0.625,0.0,0.375,0.5721216797828674
6,perpetual,0.75,0.0,0.25,0.5093076825141907
